,NextMet100,NextMet101,NextMet102,NextMet103,NextMet104,NextMet105,NextMet106,NextMet107,NextMet108,NextMet109,NextMet10,NextMet110,NextMet111,NextMet112,NextMet113,NextMet114,NextMet115,NextMet116,NextMet117,NextMet118,NextMet119,NextMet11,NextMet120,NextMet121,NextMet122,NextMet123,NextMet124,NextMet125,NextMet126,NextMet127,NextMet128,NextMet129,NextMet12,NextMet130,NextMet131,NextMet132,NextMet133,NextMet134,NextMet135,NextMet136,NextMet137,NextMet138,NextMet139,NextMet13,NextMet140,NextMet141,NextMet142,NextMet143,NextMet144,NextMet145,NextMet146,NextMet147,NextMet148,NextMet149,NextMet14,NextMet150,NextMet151,NextMet152,NextMet153,NextMet154,NextMet155,NextMet156,NextMet157,NextMet158,NextMet159,NextMet15,NextMet160,NextMet161,NextMet162,NextMet163,NextMet164,NextMet165,NextMet166,NextMet167,NextMet168,NextMet169,NextMet16,NextMet170,NextMet171,NextMet172,NextMet173,NextMet174,NextMet175,NextMet176,NextMet177,NextMet178,NextMet179,NextMet17,NextMet180,NextMet181,NextMet182,NextMet183,NextMet184,NextMet185,NextMet186,NextMet187,NextMet188,NextMet189,NextMet18,NextMet190,NextMet191,NextMet192,NextMet193,NextMet194,NextMet19,NextMet1,NextMet20,NextMet21,NextMet22,NextMet23,NextMet24,NextMet25,NextMet26,NextMet27,NextMet28,NextMet29,NextMet2,NextMet30,NextMet31,NextMet32,NextMet33,NextMet34,NextMet35,NextMet36,NextMet37,NextMet38,NextMet39,NextMet3,NextMet40,NextMet41,NextMet42,NextMet43,NextMet44,NextMet45,NextMet46,NextMet47,NextMet48,NextMet49,NextMet4,NextMet50,NextMet51,NextMet52,NextMet53,NextMet54,NextMet55,NextMet56,NextMet57,NextMet58,NextMet59,NextMet5,NextMet60,NextMet61,NextMet62,NextMet63,NextMet64,NextMet65,NextMet66,NextMet67,NextMet68,NextMet69,NextMet6,NextMet70,NextMet71,NextMet72,NextMet73,NextMet74,NextMet75,NextMet76,NextMet77,NextMet78,NextMet79,NextMet7,NextMet80,NextMet81,NextMet82,NextMet83,NextMet84,NextMet85,NextMet86,NextMet87,NextMet88,NextMet89,NextMet8,NextMet90,NextMet91,NextMet92,NextMet93,NextMet94,NextMet95,NextMet96,NextMet97,NextMet98,NextMet99,NextMet9
Claroideoglomeraceae,0.0,0.0,1.5423872224200422e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.794885316341178e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09305885535084e-12,0.0,0.0,0.0,1.0732150759072146e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0988571446153143e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.908750743913003e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7190244183891214e-11,0.0,0.0
Saccharomycodaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.289357163525631e-06,0.0,0.0,0.0,0.0,0.0,1.192970084293102e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4573446342998087e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.706854235101538e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pleurotaceae,0.0,0.0,0.0,7.581716182351547e-06,0.0,0.0,0.0,7.709451412699174e-06,8.458378965241e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.022158460591998e-06,0.0,0.0,0.0,0.0,5.848906596086143e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.855162322374971e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.913986561741421e-06,0.0,0.0,7.570383878230166e-06,0.0,0.0,0.0,0.0,0.0,4.564256097032142e-06,0.0,0.0,4.251461498062946e-06,0.0,3.605445723763317e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.322990542218877e-06,3.50696948912053e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.591378677522106e-06,0.0,2.382814773423787e-06,0.0,0.0,4.474961383070452e-06,2.128421291680168e-06,3.0619114533273628e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.715767992215209e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.935166652795007e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.544474456884967e-06,0.0,5.345327808181136e-06,0.0,3.6053693397906605e-06,0.0,0.0,3.5164479417186584e-06,0.0,0.0,1.7170705076678568e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.844224407010419e-06,0.0,0.0,1.4800765474783686e-05,1.3969611268095224e-05,0.0,0.0,2.171677978498307e-06,0.0,0.0,0.0,4.329003836776681e-06,0.0,0.0,3.6715483104728032e-06,0.0
Rhizophlyctidaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7923741974182309e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.868293243650455e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3887803415772666e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hymeneliaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1739152173934785e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.149468346176324e-11,0.0,0.0,0.0,3.924941152376067e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5689711233375104e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2475638353151364e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2744426470413375e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sphaerophoraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lecanographaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2085371742771757e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0245412147983135e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exidiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8293186546732232e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microascaceae,0.00010688688626691249,6.170304074312605e-05,0.00010778635691536033,4.702475803597172e-05,0.00011698053632546767,2.2331059409044433e-05,2.9414635420016703e-05,9.563404341517177e-05,6.745135141765664e-05,2.5322417833482324e-05,0.0,2.4277090421549203e-05,5.078875067907686e-06,5.84543856614539e-05,0.00010070159572366092,2.6401830334641556e-05,8.062714713442879e-05,1.6822473983782188e-05,1.2251557202789773e-05,3.413090672637449e-05,3.932037864555291e-05,1.1822016607017842e-05,6.545935627496446e-05,1.652430462690643e-05,1.2587085174265556e-05,8.526592766173231e-06,3.99662352256998e-05,1.024874484234065e-05,3.237721513208091e-05,2.4888093148412872e-05,8.733651828744042e-06,3.2170904301941846e-05,2.9968249772166235e-05,2.319078841041231e-05,2.332105571545621e-05,4.311993181304612e-05,1.2288245845491103e-05,7.253619662960921e-05,0.0001238710634631,1.551115136624309e-05,2.8415441557926722e-05,5.900537881183003e-06,3.757477258309203e-05,1.2491415256258134e-05,2.5604778157313828e-05,8.437310904095416e-06,1.4147627700139952e-05,1.4845161710047021e-05,1.846962631044517e-05,1.7067050616989337e-05,3.506116314329499e-05,3.171344000296045e-05,3.895411053538477e-05,0.00010732450438878388,0.0,2.5611156592436926e-05,2.249323869231176e-05,0.0,3.511003684054073e-05,4.8530219675463175e-05,8.635617572310702e-06,1.4925490021211913e-05,1.1301094639328449e-05,2.7709157148459823e-06,0.00011181189633981574,0.0,2.30647707956485e-05,2.1710728386489484e-05,1.4905621236593943e-05,4.238144745807619e-05,2.921774666468633e-05,2.4598007463765948e-05,5.773080551993615e-05,3.6225114246203826e-05,8.473217313775014e-06,1.4515991190278755e-05,3.460001412415481e-06,5.401516571163227e-05,3.266295732472811e-05,1.2244076064833023e-05,4.9522892229521254e-05,1.8644221104599388e-05,0.0,5.67158486976446e-05,8.543985627852371e-06,2.8005795785733695e-06,3.182878778456725e-05,1.1185117408650719e-05,1.1249160391634958e-05,1.8268904041235651e-06,2.465749375852023e-05,1.8476857164308168e-05,2.0335804264675472e-05,2.327202560572834e-05,2.477136377211717e-05,2.393135000798276e-05,2.5335678354110782e-05,1.569904134892121e-05,2.6194249593268114e-06,2.7755454200336095e-05,2.6402596412894693e-05,1.627814394041299e-05,0.0,0.0,8.680408584006289e-06,9.979719925276314e-06,5.158645700461565e-06,9.735685589909197e-06,5.920345729348109e-06,2.5690309765060438e-06,1.4080691285753703e-05,5.341853766110298e-06,9.034790583050955e-06,7.542391522332904e-06,1.0373458402282498e-05,2.5604372364417272e-05,1.8499014930854127e-05,2.18771484299792e-05,0.0,4.43964920367541e-06,1.1826838261415852e-05,3.1096258579695867e-06,4.686634452980243e-06,5.389413535832087e-06,6.584754561373632e-06,3.2959899790953162e-06,3.6443231991732356e-06,0.0,3.744226676308512e-05,2.534545890179577e-06,2.8387196442971105e-06,0.0,5.6561217118840945e-06,3.974219472917105e-06,2.3713019518159114e-05,1.3169509122747264e-05,3.100232972870616e-05,6.636222407958438e-06,1.4007181768835459e-05,0.0,1.7386673661628914e-05,1.8631167078290566e-05,6.334017144917968e-06,3.376904596209681e-06,0.0,5.02586533683435e-05,2.407680998173846e-05,1.820504729051045e-05,2.7669911244385005e-05,3.8487400150498395e-06,1.1476935811520689e-05,7.177342931930796e-05,0.0,2.65577933391863e-06,4.598885127291437e-05,2.2498908248422174e-05,2.529643348744418e-05,3.676653384101353e-05,0.0,2.368128993837856e-05,0.0,1.2778231717029223e-05,5.622021757340578e-05,1.5307270256673764e-05,3.11576862072337e-06,0.00012330075469945776,1.1627430966665816e-05,2.5864140869574857e-05,1.660487939090489e-05,3.06783215846612e-05,3.2147660750423664e-05,5.066264566768077e-06,0.00010654097823521151,0.0,1.1538165422873184e-05,1.247606737879827e-05,2.3725770634887962e-05,5.303842615322956e-06,4.0874361777224133e-05,2.235721633236439e-05,0.0,7.212866155374622e-05,6.188926603526142e-06,2.3015601187547758e-05,5.458616425746972e-05,3.078764121917367e-05,8.188515935922129e-06,1.7682792592540707e-05,2.010492069674469e-05,1.1507215124897483e-05,1.845527944796686e-05,7.355344774694844e-05,9.759588543474866e-06,5.6938610843962315e-06
Magnaporthaceae,0.00026055178212305895,0.00025543281560176813,0.0004219968966994571,0.0004329488081594901,0.0004481030248171487,0.0002661271090434103,0.00023523386428895809,0.00046273721272133936,0.0006134580162971915,0.00013699050374296003,1.937938331840606e-05,0.00023221628230133757,8.123326306140502e-05,0.0002264559137957267,0.00045185816782638075,0.00026330393434309047,0.00015171507505545653,0.00012134276699776184,0.0001244894347350449,0.00011362653224801386,0.00014104087417194695,0.00017054759103470648,0.0005265690053116893,9.328072017221936e-05,5.329115489734693e-05,0.00011498472995952113,0.00015040791079564057,7.955034670702628e-05,0.00014723249979951107,9.366321528661148e-05,6.162750496260852e-05,7.945294948649486e-05,0.00012559785485511207,8.454825872021186e-05,0.0001316487998394806,0.00032117214485207185,0.00014258958605403867,0.00033696076540854446,0.0008574257115793669,5.8374271628451056e-05,0.00016040692255328177,4.441186768117618e-05,0.00014140794125162007,4.700987373377697e-05,8.431532320642775e-05,5.1598236243893754e-05,3.6604439728674375e-05,5.586790313428915e-05,9.036055705760048e-05,5.620099030386926e-05,0.00048820866399022626,8.951216373116589e-05,0.00017591868784564763,0.00038496938331943124,3.865082754665553e-05,0.00010843242054627647,0.00013906864748554384,2.2654270186932266e-05,0.00015048391447887964,0.00019785717418307995,5.958161554626367e-05,7.723403689750442e-05,3.8986063846284856e-05,2.3462985516178677e-05,0.0005319988366431384,1.0008006308367777e-05,0.00011211843680009414,0.00013617600290272331,3.9266804482647646e-05,0.00013956010157280783,0.00013439228361117724,0.00010607152670596924,0.00015479963226230624,0.00015052957475165422,2.9230565862946242e-05,5.007668525904364e-05,2.2787241942900942e-05,0.0002009693056206623,0.00010616072170743957,7.487844605498666e-05,0.0002839972421143068,0.00014910102112325176,0.0,0.00027501306927753787,4.823132655212784e-05,0.00010012648301717573,7.187018912538674e-05,2.6308616072081604e-05,6.085627995198059e-05,4.12516366455456e-05,6.95965375659918e-05,9.778406234713854e-05,0.00011206361219446412,9.731260877180057e-05,0.00011652989865952914,9.756785192051587e-05,0.00012514378542686724,9.846895333235503e-05,2.7109162067224906e-05,0.0001380287230204715,0.00012242923607427053,8.423353390273889e-05,0.0,0.0,3.675108192389988e-05,5.007656474053605e-05,2.912087358089726e-05,1.83195154794046e-05,3.8990836834975174e-05,1.9336451370184944e-05,3.974318597101824e-05,1.5077547213275311e-05,4.533506741040229e-05,6.741400444818419e-05,4.717237742355924e-05,2.4089710557033116e-05,2.610702044939496e-05,9.262339052713198e-05,4.1231754653507855e-05,4.1770156584635843e-05,8.159950629112545e-05,8.191880676486264e-05,5.7322072030382924e-05,7.859422834855519e-05,3.407373399676476e-05,3.101011165797223e-05,1.0286214767720851e-05,2.9842747806845574e-05,9.863649055858882e-05,2.8615336171002497e-05,5.341582571163934e-06,2.9816494740286374e-05,3.192915638986556e-05,4.860854781329051e-05,3.5696389256990456e-05,4.130149575365426e-05,8.75050330227337e-05,8.741106581888919e-05,5.930355463427295e-05,1.2711380612008649e-05,6.815892127345845e-05,5.843004935092964e-05,1.4898299156944771e-05,5.718850501722242e-05,0.0,0.00022066582399250437,7.248804231924745e-05,9.053425722739654e-05,4.2053404046993405e-05,1.0863187542999787e-05,7.095829828774854e-05,0.00020258272064391063,4.7830759950271014e-05,3.498142284671014e-05,0.00024724752927736133,7.408784052345375e-05,9.519995290876782e-05,0.00022641747737560551,0.00017683211242023588,9.580568006461756e-05,0.0,0.000108200860853574,0.0003041429920541101,7.776943738857801e-05,6.156047203659041e-05,0.00047915822945901264,8.532883570328662e-05,0.00017463303977325212,4.374326585596238e-05,0.00017606737039570564,0.00022516408401426598,3.813250183422674e-05,0.0003383046012306109,6.69509751139966e-05,5.427804701482447e-05,5.282112816338115e-05,8.510354035276236e-05,5.7385995004455063e-05,6.729866986015434e-05,9.465590024586807e-05,7.686775840952086e-05,0.0003516474652100913,2.911406075800912e-05,0.00014436054462704307,0.0001405561224807465,0.00012491741035769362,0.0001733425432016599,7.652901648693188e-05,0.00021122404930204686,0.00011909139013603908,0.00022572591664034815,0.0004901829055000634,5.5093480087356184e-05,2.4106648108881198e-05
Cantharellaceae,0.0,0.0,1.5639304957625913e-06,0.0,0.0,0.0,0.0,3.072556170717436e-06,0.0,9.491596624538708e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4271889665550275e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0171316290340466e-06,0.0,0.0,0.0,0.0,1.7547050435943184e-06,0.0,0.0,2.2378073316143403e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4602242563239813e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.060723167035241e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.2577545715319864e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.1142054174010012e-06,0.0,0.0,0.0,0.0,8.917346692545958e-07,8.482696917793594e-07,2.4406133268093483e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2800828034353158e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1400279724074977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3034086565025185e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0651743595193289e-06,0.0,1.4368985832690789e-06,0.0,0.0,0.0,0.0,0.0,2.7373130986733454e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.514004712733328e-06,0.0,0.0
Neozygitaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5343093611378864e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
