,NextMet100,NextMet101,NextMet102,NextMet103,NextMet104,NextMet105,NextMet106,NextMet107,NextMet108,NextMet109,NextMet10,NextMet110,NextMet111,NextMet112,NextMet113,NextMet114,NextMet115,NextMet116,NextMet117,NextMet118,NextMet119,NextMet11,NextMet120,NextMet121,NextMet122,NextMet123,NextMet124,NextMet125,NextMet126,NextMet127,NextMet128,NextMet129,NextMet12,NextMet130,NextMet131,NextMet132,NextMet133,NextMet134,NextMet135,NextMet136,NextMet137,NextMet138,NextMet139,NextMet13,NextMet140,NextMet141,NextMet142,NextMet143,NextMet144,NextMet145,NextMet146,NextMet147,NextMet148,NextMet149,NextMet14,NextMet150,NextMet151,NextMet152,NextMet153,NextMet154,NextMet155,NextMet156,NextMet157,NextMet158,NextMet159,NextMet15,NextMet160,NextMet161,NextMet162,NextMet163,NextMet164,NextMet165,NextMet166,NextMet167,NextMet168,NextMet169,NextMet16,NextMet170,NextMet171,NextMet172,NextMet173,NextMet174,NextMet175,NextMet176,NextMet177,NextMet178,NextMet179,NextMet17,NextMet180,NextMet181,NextMet182,NextMet183,NextMet184,NextMet185,NextMet186,NextMet187,NextMet188,NextMet189,NextMet18,NextMet190,NextMet191,NextMet192,NextMet193,NextMet194,NextMet19,NextMet1,NextMet20,NextMet21,NextMet22,NextMet23,NextMet24,NextMet25,NextMet26,NextMet27,NextMet28,NextMet29,NextMet2,NextMet30,NextMet31,NextMet32,NextMet33,NextMet34,NextMet35,NextMet36,NextMet37,NextMet38,NextMet39,NextMet3,NextMet40,NextMet41,NextMet42,NextMet43,NextMet44,NextMet45,NextMet46,NextMet47,NextMet48,NextMet49,NextMet4,NextMet50,NextMet51,NextMet52,NextMet53,NextMet54,NextMet55,NextMet56,NextMet57,NextMet58,NextMet59,NextMet5,NextMet60,NextMet61,NextMet62,NextMet63,NextMet64,NextMet65,NextMet66,NextMet67,NextMet68,NextMet69,NextMet6,NextMet70,NextMet71,NextMet72,NextMet73,NextMet74,NextMet75,NextMet76,NextMet77,NextMet78,NextMet79,NextMet7,NextMet80,NextMet81,NextMet82,NextMet83,NextMet84,NextMet85,NextMet86,NextMet87,NextMet88,NextMet89,NextMet8,NextMet90,NextMet91,NextMet92,NextMet93,NextMet94,NextMet95,NextMet96,NextMet97,NextMet98,NextMet99,NextMet9
Amalgaviridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1190355405687684e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4626295958824832e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baculoviridae,7.732955277741977e-06,6.5472520637484115e-06,8.301128031064666e-06,9.355787222667735e-06,6.649658318390073e-06,0.0,8.778261124007569e-06,1.2231529258271005e-05,1.1928666573888148e-05,3.3586726525677057e-06,0.0,4.83003638627411e-06,4.041860198792158e-06,1.2313866782204182e-05,6.164626346585567e-06,0.0,3.208226748911342e-05,4.462542533608524e-06,2.925002925002925e-06,0.0,5.867224704927491e-06,0.0,1.9535150247011123e-05,2.630067811915084e-06,5.008514474606832e-06,0.0,1.4457204265839074e-06,3.058550858603194e-06,8.588790197327454e-06,0.0,1.7375993327618562e-06,1.600136544985172e-06,7.588404917286385e-06,4.613911712799376e-06,5.155365532600813e-06,8.578904473898682e-06,1.6298678720445063e-06,1.623532807388878e-05,1.0562016641043996e-05,2.4688106915961684e-06,0.0,2.3478771277636474e-06,2.718425487957375e-06,3.727834914901813e-06,0.0,5.035922916806553e-06,1.407367097633747e-06,0.0,1.4698461071125852e-06,0.0,1.1160921892148291e-05,7.010590665632216e-06,3.100038233804884e-06,1.3345433192761437e-05,0.0,6.36931856783749e-06,3.835826620636748e-06,0.0,6.209155399636764e-06,3.2184351968073123e-06,3.4361899525805786e-06,9.898311348084018e-07,2.9978715112270288e-06,0.0,1.3982873099070775e-05,1.4108882952707023e-06,1.529613313754283e-06,0.0,7.11729700875823e-06,2.810659896099273e-06,9.042447833687855e-06,4.893884275949822e-06,6.891482128089682e-06,2.402383164098786e-06,0.0,0.0,0.0,5.861760156313605e-06,2.3630699429318606e-06,3.6540210471612318e-06,4.691810600989659e-06,7.4187033755100365e-06,0.0,8.679902553627331e-06,1.1332429257310362e-06,1.1143758195305507e-06,1.2664961118569367e-06,0.0,3.3571066217063054e-06,0.0,6.54095912263935e-06,5.514080818044523e-06,0.0,5.14452690930542e-06,4.928374293599685e-06,2.3806248875816023e-06,5.880755088953421e-06,3.470438802282161e-06,2.084585532281544e-06,4.733205010886372e-06,1.5008329622940731e-06,2.1590733257285973e-06,0.0,0.0,8.635031748133394e-07,2.647346917164515e-06,0.0,0.0,1.177879424409588e-06,0.0,1.8676112629409898e-06,0.0,0.0,0.0,2.751794972929217e-06,0.0,0.0,8.705114254624591e-06,1.4531715469011118e-06,1.7665763749852787e-06,0.0,0.0,3.7297080571018303e-06,2.1444961506294096e-06,0.0,0.0,0.0,1.8030471496829641e-06,1.4898614925432433e-06,1.0085186206154653e-06,0.0,0.0,4.501243468508176e-06,3.162755392497944e-06,0.0,0.0,8.811504300014099e-06,2.6406126221283336e-06,4.644653075379623e-06,2.1503988989957637e-06,0.0,1.2355848434925866e-06,0.0,2.6874014619463954e-06,0.0,1.1110205835080106e-05,1.9160758766047137e-06,1.0348503089028173e-06,8.469312856416917e-07,0.0,0.0,2.1968687297705006e-06,0.0,3.1702754969406843e-06,1.30709841579672e-05,3.3571942808330317e-06,1.2582098190694281e-06,5.319903532415946e-06,0.0,4.7114991990451366e-06,0.0,1.271143351072845e-06,8.388948957906118e-06,3.65454036033768e-06,1.2397923761034152e-06,8.532605217688091e-06,9.253318857030055e-07,4.843093849069016e-06,0.0,3.662154079029285e-06,9.949211643420253e-06,8.063649069992475e-06,5.2992017635743465e-06,0.0,3.4433548989375338e-06,1.2410848736575599e-06,2.9502180211117603e-06,1.055223355610271e-06,1.3553563683677896e-06,1.4826895989324634e-06,4.334602408594072e-06,1.8264045921029745e-05,2.4626295958824832e-06,3.052704950978646e-06,3.429525163188239e-06,1.5313349412350216e-06,4.887426281320256e-06,2.814456927082112e-06,7.999928889520982e-06,3.0525496420885546e-06,4.895681193240696e-06,1.463378941977025e-05,2.5889520784970268e-06,1.1328192851155098e-06
Parvoviridae,0.0,1.6368130159371029e-06,0.0,1.3365410318096766e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5411565866463918e-06,0.0,0.0,1.115635633402131e-06,0.0,0.0,0.0,0.0,1.3023433498007416e-06,1.315033905957542e-06,0.0,1.1309360003317413e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.062146213040325e-06,1.4298174123164472e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4852232766012084e-06,0.0,0.0,0.0,1.4767558627207748e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.2574240411093834e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4053299480496365e-06,0.0,0.0,1.1485803546816135e-06,0.0,0.0,9.626739230887715e-07,0.0,0.0,0.0,0.0,9.383621201979319e-07,0.0,0.0,0.0,0.0,0.0,1.2664961118569367e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.935416291938676e-07,0.0,0.0,0.0,1.5777350036287906e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.324270142754576e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.581377696248972e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.1530523216708498e-06,0.0,0.0,0.0,0.0,0.0,9.580379383023568e-07,1.0348503089028173e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3299758831039865e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.266302608844046e-06,0.0,6.05386731133627e-07,0.0,1.2207180263430951e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.407228463541056e-06,1.3333214815868303e-06,0.0,0.0,0.0,0.0,0.0
Reoviridae,0.0,3.2736260318742057e-06,0.0,4.009623095429029e-06,3.3248291591950365e-06,0.0,2.9260870413358563e-06,6.795294032372781e-06,0.0,8.396681631419264e-07,0.0,3.2200242575160733e-06,2.020930099396079e-06,1.368207420244909e-06,1.5411565866463918e-06,0.0,3.208226748911342e-05,2.231271266804262e-06,9.75000975000975e-07,4.178767681410752e-06,9.77870784154582e-07,1.5680289353606206e-06,0.0,1.315033905957542e-06,0.0,0.0,1.4457204265839074e-06,1.0195169528677313e-06,4.294395098663727e-06,2.475799064147954e-06,0.0,0.0,2.168115690653253e-06,3.4604337845995317e-06,1.0310731065201625e-06,2.8596348246328944e-06,0.0,3.607850683086396e-06,0.0,0.0,2.2613519869746124e-06,0.0,4.077638231936063e-06,0.0,0.0,1.678640972268851e-06,0.0,0.0,1.4698461071125852e-06,1.6977832609889022e-06,0.0,2.804236266252886e-06,0.0,2.6690866385522875e-06,3.7722721233281504e-06,0.0,1.2786088735455826e-06,0.0,0.0,4.827652795210968e-06,0.0,0.0,5.9957430224540576e-06,0.0,1.0169362253869654e-05,0.0,0.0,0.0,0.0,8.431979688297818e-06,2.583556523910816e-06,3.2625895172998813e-06,2.297160709363227e-06,1.201191582049393e-06,1.1238564760356339e-06,9.626739230887715e-07,2.753531404025663e-06,0.0,3.544604914397791e-06,1.2180070157204106e-06,9.383621201979319e-07,3.7093516877550183e-06,0.0,0.0,2.2664858514620724e-06,4.457503278122203e-06,0.0,0.0,1.1190355405687684e-06,7.269361338144036e-07,2.18031970754645e-06,1.8380269393481744e-06,0.0,1.028905381861084e-06,0.0,7.935416291938676e-07,2.5203236095514665e-06,1.3881755209128644e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.842238506749869e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.063846229696913e-06,1.0188210203152912e-06,3.6804622660606174e-06,0.0,0.0,3.5331527499705574e-06,1.5686684619205731e-06,3.7120443465564603e-06,2.797281042826373e-06,0.0,0.0,0.0,0.0,0.0,1.4898614925432433e-06,1.0085186206154653e-06,0.0,0.0,0.0,0.0,0.0,1.7467554018410803e-06,0.0,0.0,0.0,0.0,0.0,6.177924217462933e-07,0.0,0.0,0.0,2.2220411670160212e-06,9.580379383023568e-07,1.0348503089028173e-06,8.469312856416917e-07,0.0,0.0,4.393737459541001e-06,0.0,1.056758498980228e-06,1.045678732637376e-05,0.0,1.2582098190694281e-06,1.3299758831039865e-06,0.0,9.422998398090272e-07,0.0,1.271143351072845e-06,2.7963163193020395e-06,1.21818012011256e-06,1.2397923761034152e-06,2.133151304422023e-06,1.850663771406011e-06,6.05386731133627e-07,0.0,0.0,2.842631898120073e-06,2.0159122674981187e-06,0.0,0.0,0.0,0.0,1.180087208444704e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.526352475489323e-06,2.2863501087921593e-06,0.0,0.0,0.0,0.0,3.0525496420885546e-06,0.0,2.4389649032950416e-06,0.0,0.0
Nairoviridae,0.0,1.6368130159371029e-06,1.3835213385107777e-06,0.0,0.0,2.9619098394644864e-06,0.0,0.0,0.0,0.0,0.0,1.6100121287580367e-06,0.0,0.0,1.5411565866463918e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.237899532073977e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.6298678720445063e-06,0.0,3.520672213681332e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.790230473037073e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.059226627508566e-06,0.0,0.0,0.0,0.0,0.0,2.297160709363227e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.383621201979319e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1190355405687684e-06,0.0,0.0,9.190134696740872e-07,0.0,0.0,0.0,7.935416291938676e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8648540285509151e-06,0.0,0.0,0.0,0.0,0.0,1.4898614925432433e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61419683159344e-06,0.0,0.0,1.3299758831039865e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.656674706175108e-07,1.629142093773419e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caulimoviridae,0.0,0.0,1.3835213385107777e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.231271266804262e-06,9.75000975000975e-07,1.044691920352688e-06,0.0,0.0,3.907030049402225e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9396922142251705e-06,0.0,0.0,2.804236266252886e-06,0.0,0.0,0.0,0.0,2.5572177470911653e-06,1.3687317787581955e-06,0.0,0.0,0.0,0.0,2.9978715112270288e-06,0.0,6.355851408668534e-06,0.0,3.059226627508566e-06,0.0,0.0,1.4053299480496365e-06,1.291778261955408e-06,8.156473793249703e-07,0.0,0.0,0.0,0.0,0.0,9.769600260522674e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.269361338144036e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.324270142754576e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.007304924293601e-07,0.0,1.581377696248972e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0697006178056345e-06,0.0,0.0,0.0,0.0,0.0,1.056758498980228e-06,0.0,2.2381295205553543e-06,0.0,0.0,0.0,9.422998398090272e-07,0.0,0.0,0.0,0.0,0.0,2.133151304422023e-06,0.0,0.0,0.0,1.2207180263430951e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6091494172899637e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peribunyaviridae,0.0,0.0,0.0,0.0,6.649658318390073e-06,2.9619098394644864e-06,2.9260870413358563e-06,0.0,0.0,8.396681631419264e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.604686699601483e-06,0.0,0.0,0.0,0.0,1.0195169528677313e-06,2.1471975493318636e-06,0.0,0.0,0.0,0.0,1.153477928199844e-06,0.0,1.4298174123164472e-06,0.0,0.0,3.520672213681332e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4698461071125852e-06,0.0,0.0,0.0,3.100038233804884e-06,0.0,0.0,1.2738637135674979e-06,0.0,0.0,0.0,3.2184351968073123e-06,0.0,0.0,5.9957430224540576e-06,0.0,1.2711702817337068e-06,1.4108882952707023e-06,1.529613313754283e-06,1.4398157035899405e-06,1.1862161681263718e-06,1.4053299480496365e-06,0.0,8.156473793249703e-07,0.0,0.0,0.0,0.0,1.3767657020128315e-06,0.0,0.0,0.0,9.383621201979319e-07,1.236450562585006e-06,0.0,0.0,2.2664858514620724e-06,0.0,3.79948833557081e-06,1.1126647207396996e-06,2.238071081137537e-06,7.269361338144036e-07,0.0,9.190134696740872e-07,1.1559713627361073e-06,0.0,4.928374293599685e-06,7.935416291938676e-07,0.0,2.7763510418257288e-06,1.042292766140772e-06,7.888675018143953e-07,4.50249888688222e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.879487432323043e-07,2.0376420406305824e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0085186206154653e-06,0.0,0.0,0.0,1.581377696248972e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.1530523216708498e-06,0.0,0.0,0.0,0.0,0.0,9.580379383023568e-07,0.0,0.0,0.0,6.523965788323407e-07,2.1968687297705006e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8845996796180545e-06,0.0,0.0,0.0,0.0,0.0,2.133151304422023e-06,1.850663771406011e-06,6.05386731133627e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3553563683677896e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.656674706175108e-07,0.0,0.0,0.0,1.5262748210442773e-06,0.0,0.0,0.0,1.1328192851155098e-06
Leviviridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rudiviridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.512606353914605e-06,0.0,0.0,0.0,1.5411565866463918e-06,0.0,0.0,1.115635633402131e-06,9.75000975000975e-07,0.0,0.0,0.0,1.3023433498007416e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5423405634674136e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1485803546816135e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.383621201979319e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.028905381861084e-06,0.0,7.935416291938676e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.842238506749869e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9063430938022236e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4898614925432433e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5164196381388563e-06,1.3299758831039865e-06,0.0,9.422998398090272e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2863501087921593e-06,0.0,1.629142093773419e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carmotetraviridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retroviridae,7.732955277741977e-06,6.5472520637484115e-06,2.0752820077661666e-05,1.4701951349906443e-05,1.6624145795975182e-05,5.923819678928973e-06,1.1704348165343425e-05,1.7667764484169232e-05,2.982166643472037e-05,7.557013468277337e-06,5.854343923191009e-06,1.449010915882233e-05,5.0523252484901974e-06,1.0945659361959273e-05,1.3870409279817527e-05,2.1011051813253773e-06,0.0,7.809449433814916e-06,6.825006825006825e-06,9.402227283174192e-06,7.822966273236655e-06,1.2544231482884965e-05,5.209373399202966e-06,1.0520271247660335e-05,5.008514474606832e-06,1.1309360003317413e-06,1.156576341267126e-05,1.0195169528677314e-05,1.2883185295991182e-05,4.951598128295908e-06,3.4751986655237123e-06,1.600136544985172e-06,3.2521735359798797e-06,4.613911712799376e-06,7.2175117456411375e-06,7.1490870615822355e-06,8.149339360222531e-06,1.623532807388878e-05,2.4644705495769324e-05,8.640837420586588e-06,6.784055960923838e-06,9.39150851105459e-06,5.43685097591475e-06,3.727834914901813e-06,8.490309726498823e-06,1.0071845833613107e-05,5.629468390534988e-06,0.0,4.4095383213377555e-06,1.6977832609889022e-06,2.2321843784296583e-05,1.5423299464390874e-05,9.30011470141465e-06,1.3345433192761437e-05,1.2574240411093834e-06,2.292954684421496e-05,1.1507479861910243e-05,2.737463557516391e-06,1.3970599649182719e-05,1.287374078722925e-05,5.726983254300964e-06,1.9796622696168036e-06,1.7987229067362174e-05,0.0,2.1609894789473015e-05,5.643553181082809e-06,1.529613313754283e-05,1.1518525628719524e-05,9.489729345010974e-06,8.431979688297818e-06,1.162600435759867e-05,9.787768551899644e-06,1.608012496554259e-05,1.201191582049393e-06,2.2477129520712677e-06,1.925347846177543e-06,4.130297106038495e-06,8.792640234470406e-06,4.726139885863721e-06,7.3080420943224635e-06,8.445259081781387e-06,4.945802250340024e-06,0.0,1.0415883064352798e-05,1.1332429257310362e-06,3.343127458591652e-06,6.332480559284684e-06,2.225329441479399e-06,4.476142162275074e-06,3.634680669072018e-06,7.631118976412574e-06,1.1028161636089047e-05,8.09179953915275e-06,5.14452690930542e-06,8.871073728479431e-06,6.3483330335509404e-06,1.3441725917607821e-05,3.470438802282161e-06,1.042292766140772e-06,1.1044145025401533e-05,6.753748330323329e-06,3.238609988592896e-06,0.0,0.0,3.4540126992533576e-06,0.0,6.842238506749869e-07,3.873916917395178e-06,5.889397122047941e-06,3.0667216404916297e-06,1.8676112629409898e-06,3.188357535328773e-06,4.79336598148163e-06,3.001185468259963e-06,2.063846229696913e-06,3.0564630609458734e-06,3.6804622660606174e-06,5.8034095030830605e-06,4.359514640703336e-06,0.0,3.1373369238411463e-06,3.7120443465564603e-06,1.0256697157030033e-05,2.1444961506294096e-06,2.62013310276162e-06,3.934512229775514e-06,1.4501089998598227e-06,0.0,5.959445970172973e-06,0.0,1.1295520949426187e-06,6.305113447005521e-06,2.250621734254088e-06,1.581377696248972e-06,0.0,0.0,3.5246017200056395e-06,1.3203063110641668e-06,3.7157224603036986e-06,0.0,5.765261608354249e-06,1.85337726523888e-06,0.0,5.374802923892791e-06,0.0,1.3332247002096126e-05,5.748227629814141e-06,3.104550926708452e-06,4.234656428208458e-06,1.5314482906484663e-06,1.957189736497022e-06,6.590606189311502e-06,0.0,9.510826490822052e-06,2.091357465274752e-05,5.5953238013883865e-06,1.0065678552555425e-05,1.4629734714143852e-05,0.0,7.538398718472218e-06,0.0,5.08457340429138e-06,1.3981581596510197e-05,3.65454036033768e-06,4.959169504413661e-06,2.9864118261908317e-05,3.701327542812022e-06,9.080800967004405e-06,0.0,7.32430815805857e-06,1.4213159490600362e-05,0.0,5.2992017635743465e-06,1.0112654976437514e-05,5.738924831562556e-06,1.1169763862918039e-05,7.670566854890577e-06,6.3313401336616255e-06,6.776781841838948e-06,5.9307583957298536e-06,6.501903612891108e-06,3.130979300747956e-05,2.4626295958824832e-06,7.631762377446616e-06,3.429525163188239e-06,1.0719344588645152e-05,4.887426281320256e-06,2.814456927082112e-06,1.0666571852694642e-05,7.631374105221385e-06,0.0,1.2194824516475208e-05,3.88342811774554e-06,2.2656385702310197e-06
