	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/control_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D0-C-1_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D0-C-2_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D0-C-3_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D0-C-4_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D0-I-1_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D0-I-2_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D0-I-3_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D0-I-4_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D0-I-6_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D11-C-1_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D11-C-2_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D11-C-3_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D11-C-4_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D11-I-1_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D11-I-2_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D11-I-3_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D11-I-4_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D11-I-5_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D11-I-6_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D2-C-4_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D2-I-1_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D2-I-2_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D2-I-3_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D2-I-4_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D2-I-5_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D2-I-6_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D5-C-1_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D5-C-3_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D5-C-4_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D5-I-1_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D5-I-2_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D5-I-3_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D5-I-4_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D-5-I-5_RunId0091_LaneId1.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/hpa_infections//centrifuge_output/D5-I-6_RunId0091_LaneId1.R1.fq.report
Helicocephalidaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tuberaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	2	2	3	2	0	1	0	1	0	0	0	1	0	0	0	0	0	3	0	1
Strophariaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacteraceae	0	19	18	16	24	27	22	22	31	14	18	17	12	24	93	43	73	37	22	24	12	32	29	25	15	24	31	25	18	8	26	18	11	17	7	14
Enterocytozoonidae	0	2	0	1	0	1	1	3	1	0	2	3	1	0	10	12	4	8	0	2	0	16	35	40	24	48	13	0	2	0	24	15	13	16	0	10
Sympoventuriaceae	0	0	0	1	0	1	1	1	1	0	0	1	0	1	9	7	11	6	3	1	0	1	2	1	0	0	0	0	0	0	4	0	0	3	0	0
Magnetococcaceae	0	1	0	0	0	0	0	0	0	0	1	0	0	0	7	2	3	0	3	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Albuginaceae	0	0	3	2	3	25	3	17	3	8	0	1	4	5	2674	191	1905	1014	705	678	0	10	21	22	4	6	16	0	1	1	49	7	76	89	3	6
Blastocladiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Acetobacteraceae	0	8	2	58	17	18	4	10	9	3	4	10	8	8	104	194	160	42	12	23	5	136	28	36	24	25	27	5	3	1	33	13	18	13	5	6
Pleosporaceae	0	6	3	30	6	10	17	3	6	4	11	5	2	7	141	40	113	68	43	30	6	42	9	10	8	6	11	5	6	1	9	5	9	8	3	4
Gallionellaceae	0	5	0	0	1	0	0	0	0	1	0	1	1	2	5	32	21	5	4	3	0	19	4	2	5	3	2	1	3	0	1	1	1	3	1	1
Syntrophobacteraceae	0	0	0	0	0	0	3	0	0	0	1	0	0	2	3	8	11	2	2	1	0	4	1	1	0	1	0	0	0	0	0	0	0	0	0	0
Granulosicoccaceae	0	0	0	0	0	1	0	0	1	0	0	0	0	0	6	3	11	0	0	1	0	0	5	4	0	0	1	0	0	0	0	0	0	1	0	1
Serendipitaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfobulbaceae	0	1	0	3	1	2	0	1	1	1	3	0	3	0	6	16	11	4	2	0	0	4	1	5	1	4	5	1	0	0	2	0	1	0	0	0
Alcaligenaceae	11	30	12	110	44	72	26	35	43	21	24	26	25	29	480	543	928	229	30	45	16	497	319	428	226	188	172	34	9	12	340	149	121	173	47	118
Aspergillaceae	1	12	11	24	15	44	32	22	28	24	51	48	19	8	298	99	209	119	71	130	15	55	55	25	28	20	33	32	31	8	28	21	8	30	10	12
Mariprofundaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbulbiferaceae	0	0	0	4	1	5	1	2	0	0	0	0	1	0	14	9	10	3	4	0	0	4	5	5	2	0	0	0	0	0	4	1	1	2	0	0
Sclerotiniaceae	0	20	3	101	11	22	112	11	8	9	4	7	13	9	82	71	83	39	19	32	6	227	19	12	11	6	19	10	12	6	8	8	12	16	13	4
Erwiniaceae	3	13	19	7	10	49	7	11	3	51	73	12	17	19	40	61	67	20	51	12	5	138	17	30	22	25	12	7	0	3	27	86	4	12	11	4
Roccellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Auriscalpiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myxococcaceae	0	11	4	25	11	14	5	4	13	3	6	7	7	7	43	134	105	22	17	12	2	76	16	23	5	9	16	4	3	4	13	11	8	14	3	2
Halieaceae	0	1	0	1	1	0	0	1	1	1	0	0	1	1	11	14	10	2	5	2	0	7	3	4	0	1	2	0	0	0	1	3	0	1	0	1
Cortinariaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptosphaeriaceae	0	7	2	16	3	14	10	12	3	1	6	8	0	1	76	27	81	30	29	14	0	22	4	6	3	2	7	1	4	2	8	3	3	3	0	3
Gnomoniaceae	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrodermataceae	0	4	1	1	2	4	0	0	1	1	2	3	1	1	31	17	34	12	9	10	1	8	1	3	1	3	3	1	1	0	3	0	2	5	0	1
Saccharospirillaceae	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	11	9	3	2	2	0	2	0	2	0	4	3	0	0	0	0	0	0	0	0	1
Didymellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gloeophyllaceae	0	3	0	0	0	1	1	0	0	0	3	0	2	3	11	6	6	9	1	1	0	3	0	1	0	2	0	0	0	0	0	0	1	1	0	0
Boletaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bartheletiaceae	0	0	0	0	3	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0
Pleurotaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoascaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mixiaceae	0	0	0	1	0	0	0	0	2	0	0	0	0	0	5	7	5	2	4	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Dothioraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyphomonadaceae	0	0	0	1	2	2	0	1	1	1	1	2	2	0	19	39	19	7	1	2	0	17	3	3	2	0	1	1	0	0	7	0	3	3	0	1
Valsariaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tricholomataceae	0	9	1	16	8	4	6	7	5	1	2	6	2	4	19	8	23	7	3	4	4	13	9	1	1	8	4	1	2	0	7	2	3	4	0	4
Schizosaccharomycetaceae	0	5	1	2	3	2	5	0	2	5	0	2	2	0	44	20	34	19	14	17	1	3	8	1	1	2	1	1	2	1	6	2	1	2	4	0
Phaeosphaeriaceae	0	2	2	5	3	2	2	0	0	1	1	0	0	2	29	12	36	15	8	12	0	8	1	3	2	0	3	0	0	1	1	2	0	5	1	1
Aurantimonadaceae	1	12	4	36	13	10	7	6	15	5	9	3	8	7	36	301	165	25	10	16	2	171	17	27	9	12	20	6	4	3	23	12	10	9	3	8
Pythiaceae	0	0	0	0	0	2	1	2	3	0	0	0	0	0	357	15	273	140	136	144	0	1	8	4	0	0	3	0	0	0	4	1	10	8	0	0
Morosphaeriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Immundisolibacteraceae	0	4	2	3	3	0	1	2	5	0	4	11	7	4	15	21	13	9	1	8	4	13	1	1	1	2	2	0	2	2	1	1	0	0	1	1
Neisseriaceae	0	11	4	3	3	6	9	8	7	3	1	1	2	7	23	48	37	17	14	10	7	32	12	10	5	6	9	3	4	4	12	1	0	10	2	1
Psathyrellaceae	0	2	0	2	1	1	3	1	0	1	4	1	1	3	16	3	12	5	3	8	2	5	1	4	1	1	3	1	1	1	2	1	2	2	1	0
Odontotremataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spizellomycetaceae	0	2	0	1	2	1	0	0	2	0	0	0	0	0	16	0	13	7	1	1	0	1	1	2	0	2	0	1	0	0	0	1	1	1	1	0
Coleosporiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Labilitrichaceae	0	3	0	2	2	2	3	6	1	1	1	2	1	3	17	32	35	7	2	7	1	7	2	10	2	1	2	1	0	2	2	0	0	1	0	1
Orbiliaceae	0	3	3	6	4	4	1	1	5	1	1	1	1	3	23	10	26	13	8	10	1	10	3	4	3	3	3	1	2	0	4	1	2	3	1	0
Oleiphilaceae	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	5	0	2	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Ferrimonadaceae	0	1	0	0	1	3	0	1	0	0	0	0	1	0	8	10	6	1	0	4	0	8	0	1	0	1	0	0	1	0	0	0	3	1	0	0
Lipomycetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chaetosphaeriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psoraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Desulfohalobiaceae	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	1	0	0	0	2	1	3	0	1	0	0	0	0	0	0	0	0	0	0
Lophiostomataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spongiibacteraceae	0	0	0	0	0	0	0	2	0	0	1	0	0	0	3	4	5	4	0	3	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Hahellaceae	0	0	0	7	2	2	0	0	0	0	0	0	0	0	17	7	9	3	4	4	0	5	0	2	2	3	1	0	0	0	2	2	2	0	0	1
Sclerodermataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sinobacteraceae	0	1	0	4	0	0	0	0	1	0	0	0	1	0	5	8	5	4	2	1	0	7	2	2	0	0	0	0	0	0	0	0	2	0	1	0
Clavariaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alcanivoracaceae	0	3	0	4	4	4	1	3	3	1	7	1	7	6	19	34	25	17	5	4	0	28	10	10	9	5	8	2	3	0	10	3	2	3	1	2
Kofleriaceae	0	7	1	13	1	5	3	4	1	0	1	1	4	0	9	35	34	5	3	4	0	21	3	5	4	2	4	1	2	2	7	3	4	4	1	1
Orbaceae	0	5	1	1	4	4	2	2	1	3	5	0	3	1	6	8	6	2	1	2	2	3	3	6	5	0	5	2	1	3	1	1	4	2	1	0
Coxiellaceae	0	0	0	0	0	2	0	3	0	0	0	0	0	0	1	1	1	1	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	1	0	0
Xanthomonadaceae	194	483	286	317	229	563	186	377	350	418	652	326	252	156	2770	3896	2409	2927	363	255	270	2753	2635	4321	1999	2123	1490	502	241	296	3331	1637	1010	1360	678	823
Suillaceae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coccotremataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rutstroemiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nosematidae	0	1	0	0	0	0	0	0	0	0	2	0	0	0	6	5	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Magnaporthaceae	0	7	4	14	8	9	7	9	4	2	6	5	1	4	44	43	46	21	18	24	1	19	3	3	6	6	14	3	3	0	9	5	6	6	0	1
Ectothiorhodospiraceae	1	8	3	17	8	17	7	4	6	2	4	7	17	7	35	116	68	20	7	7	3	58	20	16	5	12	15	8	3	0	13	4	6	12	4	4
Metschnikowiaceae	0	6	3	4	5	13	7	6	5	1	9	11	3	4	45	8	28	14	20	11	8	9	8	5	1	5	3	2	2	2	7	4	3	4	4	1
Oceanospirillaceae	0	3	0	4	1	2	0	1	3	0	2	2	1	0	26	29	21	12	7	2	0	25	5	6	5	7	3	0	1	1	8	4	1	4	0	2
Clavicipitaceae	0	1	1	4	4	8	8	4	1	0	17	11	3	7	104	26	67	27	36	19	2	9	2	5	3	2	8	3	4	0	6	3	3	5	1	0
Cellvibrionaceae	0	4	2	4	2	12	2	2	9	2	3	3	2	2	17	20	21	11	6	3	0	10	2	3	4	4	6	1	5	1	5	4	8	8	2	2
Plectosphaerellaceae	0	2	3	5	3	5	4	2	2	0	2	2	1	2	32	27	38	19	14	8	0	11	7	11	2	1	1	2	2	1	8	3	2	2	0	1
Rhizobiaceae	5	80	18	203	78	157	116	83	104	44	77	20	37	37	860	2202	1600	738	78	312	23	1442	418	923	308	471	296	11	22	19	791	169	212	260	29	108
Peronosporaceae	122	37	10	147	179	5989	982	2073	1596	1411	34	21	882	314	570726	34260	376889	208256	141915	145923	52	1495	5871	3980	1383	935	4877	173	38	163	7490	1534	16502	17671	887	1004
Geobacteraceae	0	8	1	2	7	9	3	7	6	3	1	0	3	3	43	39	54	13	18	10	2	34	8	15	8	3	11	3	4	2	14	5	5	3	4	2
Phakopsoraceae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	1	0	3	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0
Methylococcaceae	0	3	1	10	5	5	4	2	5	1	1	3	3	2	27	34	32	10	4	8	3	34	3	9	10	6	5	2	3	0	8	3	4	10	0	1
Trichosporonaceae	0	4	1	4	5	0	2	4	3	3	1	0	1	3	49	17	43	21	20	11	3	9	3	4	3	3	6	0	2	0	4	3	1	3	1	0
Coniophoraceae	0	3	0	0	2	1	0	3	0	1	0	0	4	0	35	14	25	10	6	6	0	7	3	2	0	3	2	0	0	2	1	4	2	1	0	2
Cryptococcaceae	0	7	5	5	5	10	2	6	3	4	2	2	4	2	103	41	77	30	38	9	3	14	12	5	1	5	9	2	2	1	3	7	1	7	2	1
Halomonadaceae	0	13	4	35	18	25	20	11	18	4	12	6	19	14	71	152	150	45	11	12	9	120	29	30	14	16	28	7	7	2	31	12	8	22	3	7
None	5	54	34	192	86	260	88	105	141	76	44	37	74	48	18297	1836	12411	6969	4853	4885	21	479	286	240	112	99	231	27	16	16	356	102	609	699	46	47
Candidatus Midichloriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ganodermataceae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Erysiphaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Serpulaceae	0	0	0	0	0	1	0	0	1	0	0	0	0	1	10	1	11	6	4	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
Bdellovibrionaceae	0	0	0	1	2	1	1	0	0	0	1	0	0	0	10	6	9	1	6	2	0	6	0	3	0	0	1	0	0	0	6	0	1	1	0	0
Hygrophoraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sandaracinaceae	0	3	0	19	7	3	4	5	6	0	4	3	3	2	19	37	34	11	6	8	3	15	7	7	7	1	5	0	1	2	6	2	2	6	0	1
Cryphonectriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agaricaceae	0	0	1	0	1	0	0	1	0	0	0	0	2	0	20	10	9	6	4	7	0	1	0	2	0	1	0	0	0	0	0	0	2	2	0	0
Brucellaceae	0	8	0	13	2	8	1	4	4	0	2	0	2	1	38	93	66	22	6	11	0	61	17	14	7	4	13	1	2	0	18	5	3	4	2	1
Saprolegniaceae	0	5	2	16	6	27	4	12	9	7	2	2	4	5	1912	159	1340	730	462	519	4	28	28	20	10	9	18	3	1	1	34	13	57	63	5	6
Podoscyphaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myxotrichaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parvularculaceae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	5	2	0	0	0	5	1	0	0	0	1	0	0	0	1	1	0	0	0	0
Anaplasmataceae	0	0	1	1	1	0	1	3	1	0	0	1	0	0	16	6	9	8	4	5	0	4	4	4	5	1	2	1	0	1	1	1	1	3	0	2
Phyllobacteriaceae	1	97	6	73	133	101	21	68	85	19	15	15	14	22	101	2371	1217	64	19	48	20	1218	49	62	47	37	89	7	8	13	69	14	26	26	8	15
Diatrypaceae	0	0	2	1	1	2	0	0	2	0	0	3	0	1	34	15	20	5	4	6	1	3	3	5	0	2	1	0	0	0	1	0	2	3	0	0
Rhizopodaceae	0	2	2	4	3	5	1	1	2	1	1	1	1	2	62	6	40	19	13	9	0	4	7	3	2	0	6	1	1	0	2	7	1	1	1	0
